SampleID,Q_total_Tpy,substrate_avg_pH,substrate_avg_ALK,substrate_avg_VS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_HAc,substrate_avg_HPro,HRT_d,T_C,eff_pH,eff_VS,eff_TC,eff_Lipid,eff_COD,eff_sCOD,eff_CH4,eff_H2S,eff_protein,substrate_type,ARC__Phylum__Halobacterota,ARC__Phylum__Euryarchaeota,ARC__Phylum__unidentified,ARC__Phylum__Thermoplasmatota,ARC__Phylum__Crenarchaeota,ARC__Phylum__Nanoarchaeota,ARC__Phylum__Micrarchaeota,ARC__Phylum__Asgardarchaeota,ARC__Phylum__Mollusca,ARC__Phylum__Vertebrata,ARC__Genus__Methanosaeta,ARC__Genus__Methanoculleus,ARC__Genus__Methanospirillum,ARC__Genus__Methanolinea,ARC__Genus__Candidatus_Methanofastidiosum,ARC__Genus__unidentified,ARC__Genus__Methanosarcina,ARC__Genus__Methanomassiliicoccus,ARC__Genus__Candidatus_Methanoplasma,ARC__Genus__Methanosphaerula,ARC__Genus__Methanoregula,ARC__Genus__Methanomethylovorans,ARC__Genus__Methanimicrococcus,ARC__Genus__RumEn_M2,ARC__Genus__Woesearchaeales,ARC__Genus__Bathyarchaeia,BAC__Phylum__Firmicutes,BAC__Phylum__Bacteroidota,BAC__Phylum__Cloacimonadota,BAC__Phylum__Proteobacteria,BAC__Phylum__Desulfobacterota,BAC__Phylum__Chloroflexi,BAC__Phylum__Spirochaetota,BAC__Phylum__Thermotogota,BAC__Phylum__Synergistota,BAC__Phylum__Actinobacteriota,BAC__Genus__unidentified,BAC__Genus__Fastidiosipila,BAC__Genus__Candidatus_Cloacimonas,BAC__Genus__ST-12K33,BAC__Genus__Sedimentibacter,BAC__Genus__Bacteroidetes_vadinHA17,BAC__Genus__DTU014,BAC__Genus__SBR1031,BAC__Genus__Smithella,BAC__Genus__W5,BAC__Genus__Mesotoga,BAC__Genus__Proteiniphilum,BAC__Genus__W27,BAC__Genus__Syntrophomonas,BAC__Genus__Thermovirga,BAC__Genus__Lentimicrobium,Site,Season,target
4-28,23843.0,6.97,6.2625,39.58,97.65,38.4,17.03,15.38,7.0,4.79,2.08,0.61,35.0,35.0,8.07,12.35,4.07,1.95,20.04,3.7,68.4,2.509,9.452500000000002,FW+Aww,93.533,3.641,0.188,2.638,0.0,0.0,0.0,0.0,0.0,0.0,59.094,8.389,24.097,0.595,3.641,1.726,0.204,0.0,1.002,0.0,0.0,0.965,0.0,0.0,0.0,0.0,61.927,19.103,12.929,0.335,0.132,0.0,1.221,0.0,0.415,0.109,18.65,45.496,0.407,1.459,1.319,0.256,0.441,0.0,0.0,0.0,0.0,0.373,12.511,2.086,0.313,0.0,MYS,Spring,0.0
1-29,45113.0,4.919316604969743,,108.11306607851395,66.37750382373152,30.161747168222018,65.15464500254916,47.72974326690754,8.145996719349188,6.030326070090662,2.8997550595172124,0.9019269390197947,61.0,35.3,7.02,16.27,4.73,1.5,18.15,3.6,56.9,0.0064,5.315106249999999,(HM)1SC/2SC/Fww,75.159,19.946,1.958,1.758,0.529,0.649,0.0,0.0,0.0,0.0,18.487,1.948,16.25,35.907,19.946,3.676,0.16,0.879,0.0,0.18,0.15,0.709,0.0,0.0,0.0,0.529,14.659,30.022,11.375,9.781,6.663,6.928999999999999,0.8530000000000001,1.873,7.866000000000001,1.201,28.194,0.773,9.1,8.135,0.55,5.477,1.349,6.12,3.541,0.784,0.94,0.089,0.792,1.754,4.633,0.0,SCH,Summer,0.02372479240806643
2-29,45113.0,4.773587657659655,,38.958707024582715,85.72401325560259,15.894666725777494,8.02606255403099,16.69231396714916,33.78577860040343,7.440056968057989,3.780870037461486,1.1563035045330612,61.0,35.3,6.31,23.55,3.14,4.43,38.35,0.5,61.9,1.318,8.66924,(HM)1SC/2SC/Fww,80.351,15.448,0.164,2.241,0.354,1.41,0.0,0.0,0.0,0.0,19.92,1.047,16.098,41.709,15.438,1.531,0.073,1.142,0.0,0.066,0.129,0.844,0.0,0.0,0.0,0.354,21.108,28.285,0.667,24.764,3.556,0.143,1.652,0.057,0.937,0.5569999999999999,23.156,0.099,0.134,0.129,0.102,0.911,0.036,0.066,0.261,0.027,0.016,0.0,0.0,0.033,0.07999999999999999,1.417,SCH,Fall,0.002577319587628866
3-29,45113.0,4.64193890896194,0.5766033737503602,40.038984771573595,79.93283000465497,26.38090794227828,18.56330636401924,14.989127080885776,1.1528517278833152,0.6554381220490767,0.6226174273491011,0.0,61.0,35.3,6.63,15.67,5.82,1.65,22.36,0.9,64.0,1.839,8.1219178125,(HM)1SC/2SC/Fww,81.72200000000001,14.799,0.21,1.652,0.42,1.198,0.0,0.0,0.0,0.0,17.001,1.101,15.787,46.565,14.799,1.206,0.0,0.752,0.0,0.0,0.0,0.962,0.0,0.0,0.0,0.42,20.766,33.029,5.897,5.058,5.73,8.981,2.431,2.195,7.422,1.378,33.412,1.853,3.988,8.353,1.705,3.622,1.827,7.165,3.969,1.088,1.289,0.047,0.621,1.094,4.678,0.122,SCH,Winter,0.0
4-29,45113.0,4.65639239243677,,50.43825726508989,93.010197725711,33.61936913971583,14.61850597388779,19.631302728703478,15.608318001462994,0.9537969099816017,0.7550892204021014,0.0,61.0,35.3,7.08,19.3,11.41,1.45,22.81,0.9,63.7,1.867,17.37375,(HM)1SC/2SC/Fww,81.28999999999999,17.474,0.0,0.847,0.0,0.389,0.0,0.0,0.0,0.0,21.664,0.404,11.745,46.553,17.474,0.147,0.0,0.847,0.0,0.0,0.0,0.482,0.0,0.0,0.0,0.0,23.697,32.618,5.845,3.303,6.447,11.857,1.056,1.737,6.592,1.047,31.541,6.169,4.210000000000001,4.843,0.415,5.008,0.838,10.463,4.195,1.307,0.773,0.023,0.278,1.707,5.709000000000001,0.168,SCH,Spring,0.0
1-30,194589.0,6.26938043774314,1.2253759359470475,24.098421801849025,46.98915087697661,0.6463921393295612,1.5237061190509227,14.149616761481893,1.39741598959859,8.63820884017082,4.532198479872963,1.7844464486687324,24.8,35.0,7.18,15.47,7.71,1.5,23.7,1.2,65.4,0.284,8.121207499999999,(HM)1SC/2SC,66.938,25.549,3.398,3.859,0.095,0.0,0.0,0.0,0.0,0.0,15.126,0.6120000000000001,7.925,36.29,25.549,9.15,0.581,3.74,0.0,0.342,0.318,0.111,0.0,0.0,0.0,0.095,10.144,20.728,21.259,17.672,3.915,5.595,8.181,0.322,1.593,2.279,32.088,0.0,20.422,0.06,5.632,2.155,0.97,2.55,1.498,0.363,0.145,0.0,0.0,0.363,1.343,0.5870000000000001,YSD,Summer,0.0
2-30,194589.0,6.25,0.167,26.879999999999995,49.63,0.8,3.0400000000000005,29.201,5.23,0.01,0.01,0.0,24.8,35.0,7.31,18.75,10.51,3.72,30.77,7.7,65.0,0.0,12.21485,(HM)MSC,58.433,37.236,0.6829999999999999,3.649,0.0,0.0,0.0,0.0,0.0,0.0,17.364,0.0,11.944,26.919,37.236,2.35,0.276,3.649,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,11.865,32.774,11.46,16.745,4.909,2.742,1.737,0.923,4.768,4.027,25.991,0.115,11.2,0.124,5.447,12.188,1.884,1.132,1.259,0.178,0.022,0.105,0.0,0.162,4.556,0.301,YSD,Fall,0.00919709371838499
3-30,194589.0,7.530000000000001,6.882,20.53,38.04,1.7,9.75,9.31,2.27,0.0,0.0,0.0,24.8,35.0,7.62,19.7,10.54,2.27,38.24,2.1,61.3,0.003,16.82478925,(HM)MSC,84.118,12.971,0.0,2.912,0.0,0.0,0.0,0.0,0.0,0.0,3.465,0.21,3.983,75.319,12.971,0.266,0.42,2.912,0.0,0.35,0.0,0.105,0.0,0.0,0.0,0.0,17.402,19.225,10.553,23.4,5.562,3.086,2.977,0.608,5.18,6.026,24.83,0.108,9.979,0.463,3.695,2.58,3.851,0.732,3.283,0.312,0.032,0.109,0.0,0.645,4.393,0.069,YSD,Winter,0.0
4-30,194589.0,6.19,0.316,66.12,89.44,4.0,30.15,46.14000000000001,1.7,0.0,0.0,0.0,24.8,35.0,7.62,18.4,11.65,2.95,29.9,1.6,62.5,0.038,16.243124999999996,(HM)MSC,82.098,14.874,0.0,3.029,0.0,0.0,0.0,0.0,0.0,0.0,8.097,0.0,5.606,68.232,14.874,0.0,0.0,3.029,0.0,0.014,0.0,0.149,0.0,0.0,0.0,0.0,17.775,29.904,7.172000000000001,19.599,7.234000000000001,1.921,3.562,0.366,0.8089999999999999,4.787,25.968,0.085,4.942,0.022,3.155,2.458,4.758,0.201,4.897,2.105,0.0,0.567,0.0,0.827,0.483,2.475,YSD,Spring,0.0
1-31,40415.0,5.25,3.496,35.1,72.01,36.0,8.71,12.875,2.55,0.02,0.02,0.0,30.0,41.2,7.77,13.35,2.28,1.8,27.94,5.0,68.1,0.06,12.875100000000003,FW+Aww,94.64599999999999,0.124,3.679,1.11,0.045,0.397,0.0,0.0,0.0,0.0,1.084,11.517,0.869,0.197,0.124,4.0,80.615,1.079,0.023,0.0,0.0,0.013,0.0,0.008,0.028,0.045,55.525,35.45099999999999,6.786,0.072,0.127,0.0,0.406,0.0,1.13,0.031,42.642,16.91,0.465,0.062,7.043,0.7470000000000001,0.699,0.0,0.0,0.0,0.0,0.069,6.321,5.095,0.0,0.01,YSY,Summer,0.0018563207722294415
2-31,40415.0,4.97,0.148,49.1,101.12,41.9,6.59,14.856,10.48,6.990000000000001,3.01,0.51,30.0,41.2,7.49,18.1,18.24,4.08,36.72,9.6,65.8,0.109,10.36611875,FW+Aww,83.696,0.198,3.068,13.038,0.0,0.0,0.0,0.0,0.0,0.0,1.64,39.168,1.089,0.0,0.198,3.464,40.95,5.105,7.933,0.0,0.0,0.0,0.269,0.0,0.0,0.0,61.279,32.048,1.086,0.05,0.0,0.078,3.474,0.0,1.629,0.037,34.014,4.499000000000001,0.0,0.034,16.922,0.047,1.1,0.0,0.0,0.0,0.0,0.5469999999999999,1.086,4.594,0.0,0.013,YSY,Fall,1.9277815833251786
3-31,40415.0,4.56,2.114,46.92,103.92,40.7,12.56,14.889999999999999,11.98,3.36,2.32,0.37,30.0,41.2,7.55,20.03,4.92,3.62,37.89,10.9,66.3,0.106,11.498463437500003,FW+Aww,90.802,0.069,0.218,8.872,0.04,0.0,0.0,0.0,0.0,0.0,1.009,55.766,3.126,0.0,0.069,0.426,30.663,7.478,1.236,0.0,0.0,0.0,0.0,0.158,0.0,0.04,62.024,22.024,12.632,0.062,0.023,0.041,2.227,0.0,0.461,0.1,28.93,7.486000000000001,0.0,0.041,24.612,0.094,0.608,0.0,0.0,0.0,0.0,0.276,12.632,4.078,0.0,0.038,YSY,Winter,0.052702184745113075
4-31,40415.0,5.44,6.052,47.95,100.36,39.3,22.74,16.94,10.1,8.61,2.31,1.61,30.0,41.2,7.4,24.65,8.66,5.35,56.69,16.3,62.4,0.109,9.6675,FW+Aww,87.864,0.256,0.083,11.796,0.0,0.0,0.0,0.0,0.0,0.0,1.205,28.344,0.737,0.744,0.256,0.173,56.744,3.955,7.745,0.0,0.0,0.0,0.0,0.096,0.0,0.0,50.182,35.92599999999999,9.757,0.0,0.179,0.0,2.604,0.0,0.681,0.037,53.226,14.238,0.201,0.223,2.147,0.164,1.053,0.0,0.0,0.0,0.0,0.1,9.556,1.068,0.0,0.026,YSY,Spring,0.3226404598553681
1-32,261716.0,5.88,0.579,20.97,48.62,4.2,9.79,10.26,0.0,0.46,0.15,0.18,16.6,37.0,7.25,16.35,5.44,0.0,27.91,3.4,63.3,0.0014,8.801268125,(HM)MSC,74.401,16.065,3.146,5.623,0.655,0.11,0.0,0.0,0.0,0.0,17.073,1.877,33.564,20.348,16.065,3.513,0.313,5.569,0.0,0.402,0.388,0.11,0.0,0.0,0.024,0.631,10.758,16.244,19.208,12.337,7.354,2.359,10.756,2.125,1.507,1.142,28.565,0.08700000000000001,18.303,0.389,1.082,3.422,2.747,1.391,3.659,0.275,0.178,0.0,0.342,1.685,1.005,0.851,JJN,Summer,0.0736842105263158
2-32,261716.0,5.4,0.74,28.9,62.21,3.2,11.72,13.799,4.28,1.29,0.58,0.39,16.6,37.0,7.28,16.02,3.71,2.35,33.19,1.2,60.4,0.455,10.415634375,(HM)MSC,76.649,17.697,0.624,4.023,0.0,1.006,0.0,0.0,0.0,0.0,27.141,1.422,27.384,20.205,17.697,0.913,0.0,4.023,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.0,15.325,21.036,15.072,12.449,6.631,2.92,8.857000000000001,1.477,1.495,1.196,29.479,0.07700000000000001,14.131,0.081,1.608,6.843,1.672,1.738,2.749,0.282,0.247,0.0,0.484,1.598,0.9189999999999999,1.339,JJN,Fall,0.017094017094017096
3-32,261716.0,5.84,0.776,20.32,37.7,1.6,12.34,11.91,4.45,0.06,0.0,0.0,16.6,37.0,7.46,20.5,8.84,3.05,33.17,1.7,64.7,0.768,12.3931109375,(HM)MSC,80.329,15.692,0.093,3.827,0.058,0.0,0.0,0.0,0.0,0.0,23.078,1.038,19.589,36.367,15.692,0.35,0.0,3.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,13.996,17.957,29.397,11.389,4.976,2.615,5.349,1.588,2.312,1.16,24.46,0.098,27.658,0.068,2.361,2.949,1.618,1.847,2.664,0.612,0.13,0.065,0.694,0.784,1.559,0.794,JJN,Winter,0.0
4-32,261716.0,5.27,0.878,25.98,54.21,2.3,10.28,13.18,2.5,0.66,0.31,0.15,16.6,37.0,7.26,17.58,3.705,2.3,31.05,1.6,64.2,1.061,14.192187499999998,(HM)MSC,75.751,19.192,0.0,5.057,0.0,0.0,0.0,0.0,0.0,0.0,21.441,1.325,20.529,31.387,19.192,0.0,0.11,5.057,0.0,0.901,0.0,0.058,0.0,0.0,0.0,0.0,15.1,21.854,26.546,8.447,6.54,1.347,3.571,3.811,1.83,2.038,20.495,0.089,25.96,0.079,1.872,4.282999999999999,2.6,0.612,3.803,0.326,0.082,0.095,0.086,2.278,1.34,0.871,JJN,Spring,0.025761124121779864
3-32',26626.0,5.580000000000001,7.337999999999999,24.67,91.2,64.1,3.7000000000000006,10.04,3.98,6.550555555555556,1.5455555555555556,0.5633333333333334,8.96,29.5,5.78,26.73,6.3,7.17,95.05,65.3,9.2,3.158,12.79587875,Fww,74.929,0.0,12.354,11.153,0.414,0.0,0.0,0.0,0.353,0.797,17.88,5.184,45.048,0.0,0.0,15.944,3.106,0.605,4.548,0.0,0.0,0.0,0.0,2.41,0.0,0.0,46.626,12.985,0.018,5.031,0.0,0.0,0.032,0.0,0.042,35.139,1.588,0.165,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.018,0.0,0.0,0.0,JJY,Winter,0.8351194875585123
4-32',26626.0,6.259999999999999,9.004,41.4,132.3,5.400000000000001,3.2000000000000006,7.66,11.699999999999998,9.07,2.14,0.7800000000000001,8.96,29.5,5.8,99.9,5.45,48.05,237.75,12.1,36.6,4.898,18.154375,Fww,90.766,4.012,3.37,1.476,0.375,0.0,0.0,0.0,0.0,0.0,23.455,1.885,55.951,6.197,4.012,3.37,0.726,0.0,0.717,0.0,0.0,0.0,0.0,0.759,0.0,0.375,39.438,30.276,0.012,15.77,0.0,0.0,0.127,0.0,0.04,13.924,9.21,0.035,0.012,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJY,Spring,1.1522315510384447
1-33,414670.0,5.509999999999999,0.24990000000000004,7.430000000000001,23.68,1.3,1.5,3.7829999999999995,1.25,0.43999999999999995,0.4,0.01,20.0,36.0,6.7,3.6,1.29,0.0,4.08,0.3,58.5,0.0,2.608034375,(HM+Aww)1SC,48.682,14.992,8.203,1.864,1.19,25.006,0.0,0.05400000000000001,0.0,0.0,16.486,0.32,2.166,26.119,14.988,9.857,0.162,0.576,0.0,0.143,0.25,0.134,0.0,0.0,25.006,0.869,3.171,10.87,10.656,10.172,11.522,2.186,1.765,32.859,1.574,2.158,16.99,0.0,10.16,0.08399999999999999,0.0,4.545,0.0,0.875,4.784000000000001,0.107,32.496,0.039,0.0,0.46,1.328,0.567,CWM,Summer,0.006896551724137932
2-33,414670.0,6.759999999999999,0.20129999999999998,9.17,24.42,1.2,2.8,16.206,0.9699999999999999,0.02,0.01,0.0,20.0,36.0,6.95,12.37,1.96,1.4,29.38,0.2,58.5,0.003,16.077381250000002,(HM+Aww)1SC,37.149,9.85,46.979,3.078,0.8180000000000001,2.127,0.0,0.0,0.0,0.0,14.289,0.0,2.369,19.384,9.85,49.379,0.0,0.983,0.0,0.0,0.109,0.372,0.0,0.0,2.127,0.543,3.51,16.091,0.315,12.45,12.202,2.172,0.752,32.382,0.921,2.008,20.703,0.043,0.266,0.028,0.064,10.325,0.0,0.223,1.911,0.0,29.578,0.135,0.003,0.107,0.56,0.588,CWM,Fall,0.043233895373973194
3-33,414670.0,6.1,0.296,7.92,11.29,0.1,3.79,6.73,0.21999999999999997,0.0,0.0,0.0,20.0,36.0,6.73,8.47,3.31,1.35,14.85,0.3,54.0,0.031,8.236111000000001,(HM+Aww)1SC,72.663,15.355,0.631,2.556,0.748,7.970000000000001,0.0,0.078,0.0,0.0,27.438,0.0,2.758,40.908,15.355,2.431,0.0,0.834,0.0,0.117,0.935,0.086,0.0,0.0,7.9,0.475,4.502,11.792,1.946,9.025,12.254,3.273,1.169,31.043,2.386,1.701,17.075,0.207,1.811,0.053,0.066,6.457,0.0,1.312,3.871,0.0,28.924,0.367,0.0,0.11,1.679,0.1,CWM,Winter,0.0
4-33,414670.0,6.47,0.2525,7.75,10.889999999999999,0.1,2.79,8.54,1.05,0.0,0.0,0.0,20.0,36.0,6.98,9.85,3.15,0.9,16.94,0.3,65.9,2.027,9.0787625,(HM+Aww)1SC,85.545,11.173,0.0,2.004,0.383,0.895,0.0,0.0,0.0,0.0,22.191,0.0,6.862,56.151,11.173,1.087,0.0,1.137,0.0,0.0,0.0,0.0,0.0,0.0,0.852,0.369,10.424,30.018,3.082,11.889,5.762,1.504,1.493,18.571,4.246,1.339,24.807,0.029,1.738,0.548,0.0,4.217,0.0,0.452,2.245,0.078,15.58,0.0,0.091,0.5930000000000001,3.957,1.622,CWM,Spring,0.0
1-34,20518.0,3.72,,42.7,101.31,49.2,12.06,15.965,8.8,22.48,21.19,0.59,35.0,37.0,7.8,9.42,1.83,1.25,18.17,4.3,61.3,0.01534,8.154240625,Fww,86.46,10.828,1.819,0.756,0.0,0.138,0.0,0.0,0.0,0.0,55.237,16.78,13.782,0.146,10.828,1.871,0.186,0.424,0.308,0.0,0.0,0.301,0.0,0.0,0.0,0.0,46.329,31.313,17.2,0.134,0.3070000000000001,0.223,0.476,0.381,2.474,0.142,24.581,9.243,17.2,14.321,13.844,2.544,0.659,0.075,0.0,0.0,0.033,0.05,0.0,3.243,0.226,0.056,CWS,Summer,0.10320815717483213
2-34,20518.0,3.71,,11.0,134.43,55.9,2.39,12.545,12.07,3.44,3.32,0.11,35.0,37.0,7.57,3.27,11.23,1.25,27.03,3.5,64.2,0.769,6.734665625000001,Fww,88.149,9.012,0.586,1.728,0.0,0.525,0.0,0.0,0.0,0.0,56.667,23.889,7.562,0.0,9.012,0.586,0.031,0.895,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.075,34.075,10.294,0.083,0.101,0.452,1.192,0.158,1.796,0.264,24.814,8.403,10.294,14.154,16.729,1.217,1.172,0.085,0.0,0.0,0.02,0.136,0.0,3.201,0.085,0.272,CWS,Fall,0.21803182086034176
3-34,20518.0,3.81,,34.77,68.7,20.1,27.31,12.39,7.9,1.84,1.84,0.0,35.0,37.0,7.57,7.87,1.7,0.98,12.24,2.7,65.3,0.00364,7.034428375000001,Fww,76.321,21.429,1.275,0.162,0.0,0.812,0.0,0.0,0.0,0.0,67.137,4.923,3.661,0.0,21.429,1.275,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.162,0.0,0.0,41.485,38.681,9.782,0.118,0.351,0.308,2.48,0.606,2.055,2.793,30.171,10.233,9.782,15.95,8.648,1.79,1.353,0.054,0.0,0.0,0.089,0.239,0.0,1.494,0.189,0.213,CWS,Winter,0.005389019872010778
4-34,20518.0,3.64,,46.48,115.32,33.7,20.57,14.95,11.7,1.74,1.74,0.0,35.0,37.0,7.35,9.95,1.47,1.65,13.08,2.9,63.4,0.726,14.254375,Fww,84.711,10.797,0.0,2.927,0.037,1.528,0.0,0.0,0.0,0.0,47.971,22.812,9.374,0.528,10.797,0.037,0.193,0.51,0.0,0.0,0.0,3.796,0.0,2.417,0.0,0.037,35.067,49.11,0.722,0.011,0.55,0.689,2.398,1.572,1.778,4.268000000000001,27.424,9.845,0.465,24.601,4.078,1.794,0.867,0.086,0.0,0.24,0.267,0.216,0.0,2.106,0.323,0.319,CWS,Spring,0.0
